short_name,long_name,Community District,2017
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 01 - Financial District,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 02 - Greenwich Village/Soho,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 03 - Lower East Side/Chinatown,0.85508916048888
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 04 - Clinton/Chelsea,0.9438903916264848
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 05 - Midtown,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 06 - Stuyvesant Town/Turtle Bay,0.9499283971036124
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 07 - Upper West Side,0.9908493832246615
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 08 - Upper East Side,0.9645133149984351
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 09 - Morningside Heights/Hamilton,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 10 - Central Harlem,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 11 - East Harlem,0.975454448436555
prox_subway_pct,Residential units within 1/2 mile of a subway station,MN 12 - Washington Heights/Inwood,1
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 01 - Mott Haven/Melrose,0.9999726349779712
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 02 - Hunts Point/Longwood,0.9726034600620498
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 03 - Morrisania/Crotona,0.6302860791049767
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 04 - Highbridge/Concourse,0.9629801914951351
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 05 - Fordham/University Heights,0.9827891406838776
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 06 - Belmont/East Tremont,0.5226827623848204
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 07 - Kingsbridge Heights/Bedford,0.9952224898329846
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 08 - Riverdale/Fieldston,0.6317240451855837
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 09 - Parkchester/Soundview,0.701497037386608
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 10 - Throgs Neck/Co-op City,0.2721168641713795
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 11 - Morris Park/Bronxdale,0.8580071487167468
prox_subway_pct,Residential units within 1/2 mile of a subway station,BX 12 - Williamsbridge/Baychester,0.7472987549591386
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 01 - Greenpoint/Williamsburg,0.9222878345115253
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 02 - Fort Greene/Brooklyn Heights,0.9435549313358302
